title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
CCS 497 - Senior Thesis,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Senior standing. Open only to Chicana and Chicano Studies majors and minors, and consent of department. Faculty-supervised independent study culminating in a research paper or project on history, ethos, and social perspectives of Chicana and Chicano studies and indicative of scholarly interest in continued learning. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 496 - Selected Topics in Chicana and Chicano Studies,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC May be repeated with new content. 6 See for specific content. Limit of nine units of any combination of 296, 496, 596 courses applicable to a bachelor’s degree.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 450 - Chicano and Latino Theatre,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division standing. Contemporary Chicano theatre including works by people of Puerto Rican, Cuban American, and other Latin American origins in the United States. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 456 - Ethnic and Gender Studies in the Workplace,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC and and . Upper division standing. History, institutions, and how systemic oppression operates in the professional sphere. Toolkits and strategies for advocacy and allyship in the workplace. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 402 - Humanizing and Decolonizing Approaches to Theory and Research Methods,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division standing. Interdisciplinary qualitative and quantitative research methods and theoretical frameworks through a decolonial lens. New innovations in applied humanities research. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 400 - Mexican Images in Film,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division standing. Comparative study of images presented by Hollywood, Mexican, and Chicano cinemas. Critical analysis and discussion of projected values. Comparison of themes in film and text. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 396W - Chicana and Chicano Prose,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Satisfies Graduation Writing Assessment Requirement for students who have completed 60 units and completed General Education requirements in Communication and Critical Thinking. Proof of completion of prerequisite(s) required: Test scores or verification of exemption; copy of transcript. A writing workshop. Mutual criticism. Exploration of new form and content in Mexican American prose. 6",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 380 - US/Mexico Borderlands Folklore,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: . Border folklore, its complexities and dynamics via myths, rituals, legends, sayings, corridos (ballads), and literature of Chicanos and Mexicanos in the US-Mexican border region. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 376 - Chicana and Chicano Culture and Thought,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Intellectual history of Chicanas and Chicanos as a synthesis of different cultural traditions and perspectives. Philosophical concepts from pre-Cortesian times to the present. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 375 - US/Mexico Border History,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: . Historical problems and movements in the US-Mexican border region, in particular those impacting Spanish-speaking populations on both sides of the border. Contemporary border issues from a historical perspective. 3",3.5,CCS,production-3,"{""ccs"": 1}"
"CCS 360 - Culture of F?tbol: Chicana/os, Latina/os, and Soccer","Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Cultural dynamics of fútbol (soccer), in the U.S./Mexico transborder context. Impact of class, ethnicity, gender, history, nationality, politics, and race on the culture of the sport, from youth and recreational participation to professional leagues and fandom. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 355 - The United States-Mexico International Border,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division standing. History, culture, economics, and politics of US/Mexico border region. Theories and policy issues surrounding development of region; local regional problems and major agencies, institutions, organizations addressing these problems. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 350B - Chicana and Chicano History,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC US encroachment and the US-Mexican War; Chicana and Chicano contributions; the multilingual and multicultural Southwest. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 350A - Chicana and Chicano History,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Review of indigenous origins; Hispanic institutions and northward expansion; the Mexican Republic; attention to women’s socioeconomic status and significance. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 345 - Postcolonial Masculinities,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Masculinity in post-colonial contexts, particularly Chicanx/Latinx and BIPOC communities. Intersections of masculinity and race, ethnicity, and culture, to include cultural and historical trends, social and institutional politics and practices, issues of self-identity, media narratives, sexuality, and social and interpersonal relationships. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 340B - Chicana Women’s History: 1848-Present,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: and upper division standing. History of Chicanas in the United States from 1848 to present, focusing on impact of Mexican American War, important female historical figures, and issues related to race, class, religion, and sexuality. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
"CCS 340A - Gender, Sex, and Politics in Colonial Mexico","Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: or . History of Mexican women under Spanish colonial rule. Women’s agency and diversity of experiences, as they relate to class, race, religion, and sexuality. Nonheteronormative (LGBTQ) sexualities. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 335 - Chicana and Chicano Literature,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Ideas, forms, history of significant Chicana and Chicano prose, poetry, and other literary genres. 3 This course satisfies the general education cultural diversity requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 325 - Latinx Foodways,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Focuses on the production, consumption, and distribution of food related to culture, Latina/o/x labor, food policy across borders, and foodways movements. Topics include introduction to food theory, racialized labor and nation, cultural production, identity formation, and transnational borders and economy.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 320 - Chicana and Chicano Lifestyles,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Social relations and cultural evolution in Chicana and Chicano communities, female-male relationships, and family. Influence of Spanish-Mexican cultural heritage and US industrial-capitalist society. Comparative cross-cultural social science methodology. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 310 - Mexican and Chicano Music,"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Music of Mexico and the Southwest including folk dances appropriate for children and adults. Emphasis on the corrido, its history and development in Mexico and the United States. 3 Course will be taught bilingually.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 306 - Mexican Immigration,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Immigration from Mexico in the context of US immigration history and policies. Comparative study of political, economic, and cultural factors. Undocumented immigration and current US law. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 303 - Chicana and Chicano Community Studies,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: . Chicana and Chicano communities from a comparative perspective. Systematic inquiry into methods and issues in community studies. Contemporary social, institutional, and political affairs. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 301 - Political Economy of the Chicano People,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: . Political and economic roots of the oppression and exploitation of the Chicano from historical, institutional, and theoretical points of view. Parallels between the experience of the Chicano and other Hispanic groups. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 300W - Theories and Concepts in Chicana and Chicano Studies,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC or upper division standing. Survey of different theoretical approaches and concepts in field of Chicana and Chicano Studies. Advanced introduction to structures of knowledge (history and challenges); the ‘two-cultures’ debates (sciences v. humanities: quantitative v. qualitative methodologies); and mechanisms of position paper writing. 3 W signifies writing-extensive course.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 296 - Experimental Topics,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Selected topics. May be repeated with new content. 9 See for specific content. Limit of nine units of any combination of 296, 496, 596 courses applicable to a bachelor’s degree.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 280 - Youth Studies in Racialized Contexts,"Units: GE - CSU E - Lifelong Learning and Self-Development LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two lectures and two hours of activity. Youth experiences and adolescent development in a racially diverse world. Ways ethnicity, race, and other sociocultural factors impact experiences of youth and lifelong roles. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 275 - Sports and Race,"Units: GE - CSU E - Lifelong Learning and Self-Development LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Intersection of sports and race as it impacts cultural, personal, and social development. Historical and contemporary controversies. Personal cultural experiences with sport as a racialized cultural institution. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 235 - Comics and Race,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Examination of representations of race, ethnicity, culture, and racialization in comics and comic media. Literary analysis of comics as racial narratives intersecting with historical and contemporary sociopolitical tensions around race and identity. This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 220 - Language in the Borderlands,"Units: GE - CSU D - Foundations of Learning - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Chicana/o/x linguistic experience and cultural language-use. Cultural context, historical trends, Chicana/o/x English, Chicana/o/x Spanish, Indigenous languages, language contact, variation, racialization of language, issues of identity, linguistic resilience. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 150 - Critical Issues in Chicana Studies,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Critical themes in Chicana feminist scholarship: power and resistance; work, family, and culture; cultural representations and presentations; social and biological reproduction. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 200 - Intermediate Expository Research and Writing,"Units: GE - CSU A3 - Communication and Critical Thinking - Critical Thinking LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Satisfaction of the SDSU Written Communication Assessment requirement and completion of one of the following courses with a grade of C- or better: or or or or [or or ] or . Intermediate composition. Practice in reading, writing, and critical thinking using interdisciplinary sources. Research skills using primary and secondary sources. Argumentative writing skills. Especially designed for bilingual/bicultural students. Not open to students with credit in AFRAS 200, AMIND 225, LING 200, or RWS 200 [or ECL 200].",3.5,CCS,production-3,"{""ccs"": 1}"
"CCS 141C - History of U.S. Interventions in Central America, 1821-present","Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC History of U.S. interventions (military, economic, political, medical, and cultural) and role of U.S. in Central America (primarily Nicaragua, Guatemala, El Salvador, and Honduras) from 1800s-present; Central American migration to U.S..",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 141B - History of the United States,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Spanish, Mexican, and Chicano influences on US history. Mexican Americans in US history; US and Mexican national histories compared from 1865 to the present. 3 and CCS 141B is a year-long course sequence that satisfies the graduation requirement in American Institutions. This course satisfies the ethnic studies [ES] requirement.",4.0,CCS,production-3,"{""ccs"": 2}"
CCS 141A - History of the United States,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Spanish, Mexican, and Chicano influences on US history. Comparative development of the United States and Mexico to 1865. 3 CCS 141A and is a year-long course sequence that satisfies the graduation requirement in American Institutions. This course satisfies the ethnic studies [ES] requirement.",4.0,CCS,production-3,"{""ccs"": 2}"
CCS 120B - Chicana and Chicano Role in the American Political System,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC The Chicana and Chicano in relation to city, county, and state institutions in California. 3 and CCS 120B is a year-long course sequence that satisfies the graduation requirement in American Institutions. This course satisfies the ethnic studies [ES] requirement.",4.0,CCS,production-3,"{""ccs"": 2}"
CCS 120A - Chicana and Chicano Role in the American Political System,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Relationship between Chicana and Chicano communities and the American political system. 3 CCS 120A and is a year-long course sequence that satisfies the graduation requirement in American Institutions. This course satisfies the ethnic studies [ES] requirement.",4.0,CCS,production-3,"{""ccs"": 2}"
CCS 110 - Introduction to Chicana and Chicano Studies,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Origins, evolution, and current status of Chicana and Chicano studies. Research, theories, methods, and debates in and impact of the field. Current intellectual trends, scholar activism, and societal developments with implications for the field. Career pathway possibilities. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 111A - Oral Communication,"Units: GE - CSU A1 - Communication and Critical Thinking - Oral Communication LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Training in oral expression. 3 Chicana and Chicano Studies 111A is equivalent to . Not open to students with credit in or or .",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 111B - Written Communication,"Units: GE - CSU A2 - Communication and Critical Thinking - Written Communication LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Satisfaction of the SDSU Written Communication Assessment requirement. Proof of completion of prerequisite(s) required. Training in written expression. English grammar and composition; the essay, the term paper. 3 Not open to students with credit in a higher-numbered composition course or or or or [or ] or .",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 100 - Chicana and Chicano Heritage,"Units: GE - CSU F - Ethnic Studies LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Cultural achievements and thought of Spanish-speaking peoples of North America; development of aesthetic and ethical values. North American intellectual history and influence of philosophical orientations of native and Mestizo peoples. Implications for social change. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CIV E 620 - Traffic Flow and Control,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC or , with minimum grade of C. Advanced treatment of traffic flow and control issues. Highway capacity and traffic flow characteristics, traffic flow modeling, intersection control, freeway control systems, intelligent transportation systems. 3",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
CIV E 644 - Soil Dynamics,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC and with a minimum grade of C. Behavior of soil and soil-structure systems under dynamic loading. Applications include dynamic earth bearing capacity and pressure, soil spring constants for machine foundation design, liquefaction analysis, site response spectra, and seismic stability of slopes. Case histories discussed. 3",3.5,Liquefaction,delivery_and_storage-3,"{""liquefaction"": 1}"
CIV E 639 - Stormwater Management and Green Infrastructure,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC or equivalent. Stormwater management regulations, urban hydrology and hydraulics, stormwater quality and receiving-water impacts, design of drainage systems and Green Infrastructure, and state-of-the-art computer modeling of stormwater systems. 3",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
COMPE 491W - Senior Design Project A,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Two lectures and three hours of laboratory. , , . Credit or concurrent registration in . Develop project plans, work on a team, acquire project management skills, develop and evaluate the forms of communication engineers encounter in their profession. Develop critical reading and writing skills for engineering documents. The importance of professional ethics and ethical practice. Not open to students with credit in COMPE 491 or COMPE 492.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
COMPE 475 - Microprocessors,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC with a grade of C- (1.7) or better. . Fundamentals and practice of modern processor design, including branch prediction, context switching, data and control hazards, exception handling, instruction set architecture, microarchitecture design, memory hierarchy, multi-core processors, multi-threading, parallelism, performance measurements, pipeline processors, out-of-order execution. 3",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CON E 655 - Project Design and Portfolio Management,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC or ; and or . Proof of completion of prerequisite(s) required: Copy of transcript. Techniques for project selection, definition, design management and value generation, including consideration of ROI, feasibility, and portfolio diversification. Incorporation of life-cycle considerations into all levels of design, including concepts of sustainability. Owner, designer, and contractor perspectives. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CON E 590 - Construction Management and Safety,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC and . Proof of completion of prerequisite(s) required: Copy of transcript. Management and control of critical project processes for construction projects. Definition, planning, and execution of projects based on plan, estimate, and bid documentation. Fundamentals of construction safety planning, design, and requirements. 3",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CON E 520 - Environmentally Conscious Construction,"Units: CNO - Letter (No Cr/NC) for construction engineering and construction management majors; for civil engineering and environmental engineering majors. Proof of completion of prerequisite(s) required: Copy of transcript. Design and design processes to target a sustainable structure. Construction practices associated with protection of environment. Application of industry standards for environmental and energy performance of buildings. Impacts on selection of methods, materials, and equipment for construction. Design of procurement and management systems to support environmentally conscious building. Commissioning and startup. Not open to students with credit in CON E 420.",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CON E 495W - Construction Management Capstone Project,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to takeout for Cr/NC One lecture and six hours of laboratory. and credit or concurrent registration in . Proof of completion of prerequisite. Application of construction management principles, tools, and techniques to the management of construction projects. Open only to Construction Management majors. Not open to students with credit in CON E 495.",3.5,Construction Management,engineering_capabilities-2,"{""construction management"": 3}"
CON E 400 - Preconstruction Management,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC and . Addressing general conditions, organizing site logistics, and project start-up. Assembling teams and defining contractual scopes of work. Organizing the pursuit of projects. Phases related to building a proposal.",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CON E 201 - Construction Concepts and Building Codes,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Concepts of control and information exchange in construction. Purpose and function of fundamental information flows, function, and development of construction-related codes and standards to protect public health and safety, compliance with requirements, and design using codes. 3",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
CON E 102 - Fundamentals of Construction Management,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Construction industry and its projects. Functions of main actors and phases of construction projects. Tasks performed by construction managers and how they relate to and impact projects. Common processes and technologies in construction management field. 1",3.0,Construction Management,engineering_capabilities-2,"{""construction management"": 2}"
CS 572 - Microprocessor Architecture,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC and knowledge of the C programming language. Architecture of state-of-the-art microprocessor. Internal pipeline, internal cache, external cache, and memory management. Programming a uniprocessor. Communication among computers in a distributed environment. Architecture and programming of a multiprocessor system. 3",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CJ 431 - Field Study in Local Corrections,"Units: CNC: Credit/No Credit ; senior standing; upper division major status; only open to Criminal Justice and Interdisciplinary Studies in Three Departments majors; 18 years of age; no convictions or pending charges. Structure, function, and mission of local prisons and jails. Legal authority under which accused and convicted offenders are detained. Prison life, prison culture, gangs, and survival behind bars. Lives and careers of correctional staff. On-site visits. 3",3.5,CCUS,production-3,"{""ccus"": 1}"
CIV E 160 - Statistical Methods for the Built Environment,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Proof of completion of prerequisite(s) required: Copy of transcript. Application of statistical methods to civil and environmental engineering problems in construction, hydrology, water quality, air pollution, and other related areas. 3 Students with credit or concurrent registration in the following lower division statistics courses will be awarded a total of four units for the two (or more) courses: Civil Engineering 160; ; ; ; ; ; ; ; , .",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
C P 660 - City Planning and Geographic Information Systems Applications,Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC ArcGIS mapping software extensively utilized in city planning. Proficiency necessary to use software in professional context for work required by public and/or private sector planning employment. 3,2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
NUTR 604 - Sustainable Foods,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Two lectures and three hours of laboratory. classified graduate standing Environmental sustainability and food security; sustainable food production techniques (e.g., hydroponics, precision fermentation, cellular agriculture); sustainable food sources (e.g., edible native plants, insects, plant proteins, microbial proteins, cultured meat); consumer acceptance of emerging food technologies and food sources.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
PHYS 707 - Clinical Rotations IV,"Units: CNC: Credit/No Credit . On-site, full-day clinical training covering physics concepts and implementation of standard radiation treatment (RT) techniques for common cancer treatment sites, routine quality assurance associated with patient specific RT and planning, special RT procedures, quality assurance of RT planning systems, patient safety with respect to radiation therapy. 9 Course may be repeatable for credit to a maximum of 9 units.",2.0,Quality Assurance,technical_skills-1,"{""quality assurance"": 2}"
PHYS 705 - Clinical Rotations III,"Units: CNC: Credit/No Credit . On-site, full-day clinical training in the principles of computed tomography (CT) simulator, associated radiation protection/design considerations, CT protocols. Understand the physics of imaging modalities and perform quality assurance on CT, MRI, ultrasound and PET as related to radiation therapy. Train on picture archiving and communication systems. 9 Course may be repeatable for credit to a maximum of 9 units.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
PHYS 703 - Clinical Rotations II,"Units: CNC: Credit/No Credit . On-site, full-day clinical training in intensity modulated radiation therapy (IMRT) and brachytherapy. Training in quality assurance, calibration, inverse planning, IMRT delivery, and radiation safety. Radionuclides and sealed sources in brachytherapy, clinical applications of the sources, treatment planning, and quality assurance. 9 Course may be repeatable for credit to a maximum of 9 units.",2.0,Quality Assurance,technical_skills-1,"{""quality assurance"": 2}"
PHYS 701 - Clinical Rotations I,"Units: CNC: Credit/No Credit , , , . On-site, full-day clinical training in external beam modalities (megavoltage photons, electrons, superficial x-rays) including equipment selection, radiation protection, acceptance/commissioning, calibration and quality assurance. Theoretical basis and use of the various detectors and dosimeters associated with external beam modalities. 9 Course may be repeatable for credit to a maximum of 9 units.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
PHYS 672B - Diagnostic Imaging Laboratory,Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC One lecture and six hours of laboratory. . Skills to perform quality assurance and acceptance testing on radiological equipment in a clinical setting. 3,1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
PHYS 412 - Processes and Inquiry in Physics,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Three lectures and two hours of activity. Completion of the General Education requirement in Foundations of Learning II.A., Natural Sciences and Quantitative Reasoning. Investigation of processes of inquiry and rational thinking skills characteristic of physics, focusing on energy transformations, heat transfer and thermodynamics, force and motion, electricity and magnetism, and waves. 4",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
P H 451 - Public Health and Food Safety,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division standing. Risk factors for foodborne illness, to include case studies of domestic and international outbreaks. Food safety, foodborne illness, food safety measures and prevention, management and regulation, sustainability. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
P A 540 - Community Mapping: Geographic Information Systems,"Units: CNC - Letter (Cr/NC OK) with a grade of C (2.0) or better; sophomore, junior, senior or graduate standing; upper division major status; only open to City Planning, Criminal Justice and Criminology, Geography, Economics, History, Social Work, Political Science, Public Administration, Sociology, and Urban Studies majors. Graduate standing in lieu of P A 301. GIS principles for purposes of community mapping and relevant policy decision-making.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
P H 866 - Global Issues in Health Behavior Research and Application,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Admission to the doctoral program and consent of instructor. Epidemics in infectious diseases, environmental degradation, population explosion, and other problems with behavioral links threaten the world’s population. Global issues such as the role of behavior in disease, bioterrorism, and war. 3",1.5,Explosion,technical_skills-1,"{""explosion"": 1}"
P H 710 - Machine Learning and Pattern Recognition for Big Health Data,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC P H 610 or equivalent and P H 602 or equivalent. Introduction to Artificial Intelligence (AI), Machine Learning (ML), Pattern Recognition and Discovery (PRD), and Clinical Decision Support (CDS) in health data; foundation for analysis automation of health science big data, healthcare delivery, and public health. Undergraduate students require permission from instructor to enroll.",1.5,Automation,technical_skills-1,"{""automation"": 1}"
