title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
CE 3101L - Construction Engineering Laboratory (1),"A study of the format, guidelines and practices of construction drawings and specifications for buildings and heavy construction. Architectural, civil, structural, mechanical, electrical, plumbing and landscape drawings. Properties of materials used in building and heavy construction. Methods of fabrication and installation of construction materials. Fundamental concepts of project management and practices. , , CE 128L, or ETC 140L; , , CE 128L, or ETC 140L; , MAT 114, MAT 130, or ; and BSCE, BSCET, BSCEM, or MSCE Major. . Laboratory 1 three hour laboratory Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CE 3101 - Construction Engineering (2),"A study of the format, guidelines and practices of construction drawings and specifications for buildings and heavy construction. Architectural, civil, structural, mechanical, electrical, plumbing and landscape drawings. Properties of materials used in building and heavy construction. Methods of fabrication and installation of construction materials. Fundamental concepts of project management and practices. , , CE 128L, or ETC 140L; , , CE 128L, or ETC 140L; , MAT 114, MAT 130, or ; and BSCE, BSCET, BSCEM, or MSCE Major. . Lecture 2 hours lecture/discussion Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CE 2021 - Infrastructure Economics and Public Policy (2),"The role of infrastructure in society, including social, political, and economic impacts. Quantitative and qualitative evaluation of costs and benefits of infrastructure projects, including assessments of intangible benefits such as environmental protection. Assessing the merits of competing projects within the context of scarce resources. Financing private sector and public sector projects. Public policy related to infrastructure. MAT 114 or ; and BSCE, BSCET, BSCEM, or MSCE Major. Lecture 2 hours lecture/discussion. Graded Only May be taken only once Major Course",4.5,Environmental Protection,sustainability_and_policy-4,"{""environmental protection"": 1}"
CPU 1540 - Exploring Contemporary Topics (3) [E],"Individual and team investigation, research, analysis of contemporary technological, cultural and societal developments and their impacts on students’ personal and professional objectives and plans. Topics will be examined from multiple disciplinary perspectives and will vary depending on the contemporary development under investigation, but may include automation, opioid epidemic, genetic engineering and designer babies, blockchain and cryptocurrencies, fake news, etc. Lecture Student Choice May be taken only once 0 GE Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
ETE 3501L - Feedback Control Systems Laboratory (1),"Modeling of continuous systems in the time and frequency domains. Block diagrams and reduction of multiple subsystems. First and Second order system response. Transient and steady-state behavior of systems. Sensitivity. Stability. Routh-Hurwitz and Root Locus Techniques. Introduction to sampling techniques, zero-order hold circuits, Z-transforms and difference equations. Digital controllers and applications in feedback systems. ECET or ESET major; , MAT 132, or MAT 299; and C- or better in or ETE 310, or ETE 310L, or ETE 280, and or ETE 280L. . Laboratory Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
ETE 3501 - Feedback Control Systems (3),"Modeling of continuous systems in the time and frequency domains. Block diagrams and reduction of multiple subsystems. First and Second order system response. Transient and steady-state behavior of systems. Sensitivity. Stability. Routh-Hurwitz and Root Locus Techniques. Introduction to sampling techniques, zero-order hold circuits, Z-transforms and difference equations. Digital controllers and applications in feedback systems. ECET or ESET major; , MAT 132, or MAT 299; and C- or better in or ETE 310, or ETE 310L, or ETE 280, and or ETE 280L. . Lecture Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
MFE 1260 - Engineering Graphics I (1),"Engineering graphics for product design, manufacturing and construction. Emphasis on graphic communication used for processing parts and layouts. Orthographic projection, pictorial views, section and auxiliary views, dimensioning for production-processing, and the four fundamental views of descriptive geometry. Use of instruments and CAD for engineering drawings. . Lecture Graded Only May be taken only once Major Course",2.5,Engineering Drawing,engineering_capabilities-2,"{""engineering drawing"": 1}"
MFE 1260L - Engineering Graphics I Laboratory (1),"Engineering graphics for product design, manufacturing and construction. Emphasis on graphic communication used for processing parts and layouts. Orthographic projection, pictorial views, section and auxiliary views, dimensioning for production-processing, and the four fundamental views of descriptive geometry. Use of instruments and CAD for engineering drawings . Laboratory Graded Only May be taken only once Major Course",2.5,Engineering Drawing,engineering_capabilities-2,"{""engineering drawing"": 1}"
LA 5873 - Graduate International Landscape Architecture Professional Practice (3),"Exploration of the scope and nature of professional practice of Landscape Architecture in international settings in contrast to practice in North America. Covers the practice of landscape architecture, professional responsibilities and ethics, client and contractor relationships. Analysis and discussion of the structure and organization of the profession of landscape architecture; its history and future. Addresses legal and contractual aspects of practice, Requests for proposals, regulatory requirements, construction and project management. Will also address job search skills. Case studies of professional firms and organizations in the European region. Graduate standing and participating in the Study Abroad program. Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
LA 5621 - Graduate Construction II: Methods and Materials and Measuring (3),"Landscape performance metrics, technical design processes, sustainability theories, and construction methods in the urban landscape. Professional responsibilities to ensure the health/safety/welfare of the public via technics of dimensional controls, engineering structures, and specifications. Emphasis on both the cultural and ecological performance metrics of built landscapes. B or better in . Lecture Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
LA 5582 - Graduate Geodesign Fundamentals for Environmental Designers (3),"Study of fundamental knowledge, principles, processes, models, and skills of geodesign in the context of environmental design with a focus in landscape architecture. Application of geospatial thinking, geospatial data, geo-processing and other contents of contemporary Geographic Information Systems (GIS) to solve sustainable planning and design problems defined by a wide range of ecological, environmental and social conditions at different scales. Graduate standing. Lecture Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
LA 4873 - International Landscape Architecture Professional Practice (3),"Exploration of the scope and nature of professional practice of Landscape Architecture in international settings in contrast to practice in North America. Covers the practice of landscape architecture, professional responsibilities and ethics, client and contractor relationships. Analysis and discussion of the structure and organization of the profession of landscape architecture; its history and future. Addresses legal and contractual aspects of practice, Requests for proposals, regulatory requirements, construction and project management. Will also address job search skills. Case studies of professional firms and organizations in the European region. Study abroad student. Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
LA 4811L - Design VII: Advanced International Landscape Architecture Methods Laboratory (3),"Advanced design studio course focused on application of advanced methods in landscape architecture from within an international context. This topically-based studio will apply the current methods and research on the relationship between human mental and physical health, hybrid landscapes, and sustainability. Students develop sustainable planning and design solutions within a context of critical dialogue about emerging environmental challenges, current sociocultural values, and other topics relevant to the specific international location. and ; or LA 303, LA 303L, LA 333, LA 333L, LA 342, and LA 342L. Laboratory Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
LA 4781 - Urban Green Infrastructure (3),Focus on the technical attributes of the design and deployment of green infrastructure to address numerous environmental issues in Southern California. Green Infrastructure is the integration of ecological and technical systems to enhance the resilience and sustainability of our communities - at the same time providing habitat and beauty. Projects explore connections between natural and technical resource flows in the landscape from a systems perspective. Introduces design practices such as Low Impact Development (LID) and Best Management Practices (BMPs) that can optimize the built environment to restore degraded ecosystem services. Lecture Graded Only May be taken only once Major Course,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
LA 4771 - Professional Practice (3),"The practice of landscape architecture, covering professional responsibilities and ethics, client and contractor relationships. Analysis and discussion of the structure and organization of the profession of landscape architecture, its history and future. Addresses legal and contractual aspects of practice, RFPs, regulatory requirements, construction and project management. Will also address job search skills. Requires visits to and case studies of professional firms and organizations in the Los Angeles region. Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
LA 4621L - Design VIII: Landscape Architecture Capstone Laboratory (3),"Capstone landscape architecture studio focused on a singular, topic-driven project that connects theoretical and practical landscape architecture methods to address the complex social, urban, environmental, economic, aesthetic and political/regulatory fabric encountered in cities. Projects will demonstrate mastery of landscape architecture project development from initial concept and analysis through detailed design development, documentation and presentation. Specific project topics will be announced by the department each semester. Requires field trips. or ; or LA 303, LA 303L, LA 333, LA 333L, LA 342, and LA 342L. Laboratory Graded Only May be taken only once Major Course BSLA students must earn a C (2.0) or better in LA 4621L to graduate.",2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
LA 4111L - Design VII: Advanced Landscape Architecture Laboratory (3),"Application of advanced methods in landscape architecture. Application of the current methods and research on the relationship between human mental and physical health, hybrid landscapes, and sustainability. Specific project topics will be announced by the department each semester. and ; or LA 303, LA 303L, LA 333, LA 333L, LA 342, and LA 342L. Laboratory Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
LA 3621 - Construction II: Methods and Materials and Measuring (3),"Landscape performance metrics, technical design processes, sustainability theories, and construction methods in the urban landscape. Professional responsibilities to ensure the health/safety/welfare of the public via technics of dimensional controls, engineering structures, and specifications. Emphasis on both the cultural and ecological performance metrics of built landscapes. . Lecture Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
LA 3581 - Geodesign Fundamentals for Environmental Designers (3),"Study of fundamental knowledge, principles, processes, models, and skills of geodesign in the context of environmental design with a focus in landscape architecture. Application of geospatial thinking, geospatial data, geo-processing and other contents of contemporary Geographic Information Systems (GIS) to solve sustainable planning and design problems defined by a wide range of ecological, environmental and social conditions at different scales. Lecture Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
LA 2121L - Design IV: Ecology + Design Laboratory (3),"Introduction to ecological design methodologies, strategies and technics as the basis for landscape design. Students will explore concepts of resiliency, adaptation, sustainability and regenerative design to create landscapes that improve sustainability performance and meet aesthetic and functional goals. Emphasis will be placed upon the investigation of plants, planting design and natural systems in a variety of project contexts. Requires field trips. and . Laboratory Graded Only May be taken only once Major Course",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
MHR 4030 - Leading Organizational Transformations (3),"The role of leaders as champions of organizational innovation, change, and renewal. Topics include context, content, and process of change, rethinking employee resistance, and leading merger and acquisitions, restructuring, innovation, design thinking, and sustainability. C or better in or MHR 301. Lecture Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
MTE 6970 - Comprehensive Examination (0),"Comprehensive examination to satisfy the culminating experience requirement of the Master of Science in Materials Engineering (MSMT) degree. May enroll after completing the required course work, and it may be taken up to two times. Graduate standing, consent of instructor, and good standing. Supervisory Graded Only May be taken multiple times 1 Major Required Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 6500 - Nanomaterials (3),"Fundamental understanding of nanomaterials science. Limits to strengthening of materials at the nanoscale. Thermodynamics and kinetics at the nanoscale. Effects of dimensionality and scale. Graphene, nanotubes, fullerenes, and nanocomposites. Lecture Graded Only May be taken only once Major Course",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MTE 6300 - Materials for Energy Applications (3),"Materials science relevant to energy generation and storage. Thermodynamics, electrochemistry, catalysis, and polymer materials science to understand polymer electrolyte membrane fuel cells. Role of materials in solid oxide fuel cells, batteries, wind, solar, ocean thermal, and nuclear energy generation. Electronic band structure and photovoltaics. Artificial leaves. Lecture Graded Only May be taken only once Major Course",11.5,Materials Science;Electrochemistry;Catalysis;Solid Oxide;Fuel Cell,use-3;engineering_capabilities-2;production-3,"{""solid oxide"": 1, ""catalysis"": 1, ""fuel cell"": 2, ""materials science"": 2, ""electrochemistry"": 1}"
MTE 5750 - Materials Processing (3),"Mass, heat and momentum transfer applied to materials processing. Topics: fluid properties, dynamic flow, conductive, convective and radiative heat transfer. Mass transport and solid state diffusion. Materials processing operations, e.g., solidification / casting, carburization, chemical vapor deposition, doping, etc. Undergraduate course in materials science, transport phenomena. Lecture 3 hours lecture/recitation Graded Only May be taken only once Major Course",4.0,Materials Science;Heat Transfer,technical_skills-1;engineering_capabilities-2,"{""materials science"": 1, ""heat transfer"": 1}"
MTE 5550 - Advanced Corrosion and Environmental Degradation (3),Thermodynamics and kinetics of corrosion. Nernst and Tafel equations. Pourbaix diagrams. Electrochemical basis for corrosion. Fundamental approach to corrosion and corrosion control. Microbially Induced Corrosion. Biofouling. Degradation of polymers. Weathering of structural and architectural materials. Lecture Graded Only May be taken only once Major Course,6.5,Corrosion;Electrochemical,technical_skills-1;engineering_capabilities-2,"{""electrochemical"": 1, ""corrosion"": 6}"
MTE 5280 - Materials Thermodynamics (3),"Advanced macroscopic thermodynamics applied to materials in the solid and liquid states. Laws of thermodynamics, important thermodynamic functions, multicomponent phase equilibria, electrochemistry, solutions and mixing, phase rule and phase diagrams. Discussion of applications and statistical thermodynamics. Lecture Graded Only May be taken only once Major Course",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
MTE 4301L - Materials Selection and Design II Laboratory (1),"Integration of the undergraduate courses in the basic sciences, engineering sciences, materials engineering, economics, business, and general education in the integrated solution of materials selection and design problems. Analysis, selection, and evaluation of materials and processes aimed at product development. Use of numeric based selection criteria will be emphasized culminating in professional reports and presentations. MTE 420 or , and MTE 420L or . Laboratory Graded Only May be taken only once Non-Major/Non-Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 4301 - Materials Selection and Design II (2),"Culmination of the undergraduate courses in the basic sciences, engineering sciences, materials engineering, economics, business, and general education in the integrated solution of materials selection and design problems. Analysis, selection, and evaluation of materials and processes aimed at product development. Use of numeric- based selection criteria will be emphasized culminating in professional reports and presentations. MTE 420 or , and MTE 420L or . Lecture Graded Only May be taken only once Non-Major/Non-Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 4201L - Materials Selection and Design I Laboratory (1),"Integration of the undergraduate courses in the basic sciences, engineering sciences, materials engineering, economics, business, and general education in the integrated solution of materials selection and design problems. Analysis, selection, and evaluation of materials and processes aimed at product development. Use of numeric based selection criteria will be emphasized culminating in professional reports and presentations. MTE 338 or . Laboratory Graded Only May be taken only once Non-Major/Non-Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 4201 - Materials Selection and Design I (1),"Integration of the undergraduate courses in the basic sciences, engineering sciences, materials engineering, economics, business, and general education in the integrated solution of materials selection and design problems. Analysis, selection, and evaluation of materials and processes aimed at product development. Use of numeric based selection criteria will be emphasized culminating in professional reports and presentations. MTE 338 or . Lecture Graded Only May be taken only once Non-Major/Non-Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 4080 - Composite Materials (2),"Introduction to composite materials engineering processing and mechanics. Properties and processing of fibers and matrices. Polymer matrix composites, metal matrix composites, ceramic composites and carbon/carbon. Lamina and laminate constitutive equations. Laminate strength analysis. MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . . Lecture Graded Only May be taken only once Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 4080L - Composite Materials Laboratory (1),"Introduction to composite materials engineering processing and mechanics. Properties and processing of fibers and matrices. Polymer matrix composites, metal matrix composites, ceramic composites and carbon/carbon. Lamina and laminate constitutive equations. Laminate strength analysis. MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . . Laboratory Graded Only May be taken only once Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 4010L - Corrosion And Materials Degradation Laboratory (1),"Fundamental principles of corrosion science, application of these principles to corrosion engineering problems and materials selection. Topics to be covered include: thermodynamics and kinetics of metallic corrosion; corrosive/destructive environments, the different forms of corrosion and degradation, corrosion/degradation prevention; principles of materials selection. , , CHE 303, or ME 302; MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . . Laboratory Graded Only May be taken only once Major Course, Service Course",4.0,Corrosion,technical_skills-1,"{""corrosion"": 6}"
MTE 4010 - Corrosion And Materials Degradation (2),"Fundamental principles of corrosion science, application of these principles to corrosion engineering problems and materials selection. Topics to be covered include: thermodynamics and kinetics of metallic corrosion; corrosive/destructive environments, the different forms of corrosion and degradation, corrosion/degradation prevention; principles of materials selection. ME 302, , CHE 303, or ; MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . . Lecture Graded Only May be taken only once Major Course, Service Course",4.0,Corrosion,technical_skills-1,"{""corrosion"": 6}"
MTE 3950 - Computational Materials Engineering (3),"Fundamentals of computational materials sciences, such as molecular dynamics, first-principles calculation, density functional theory, and phase-field simulation. Students will gain familiarity with state‐of‐the‐art methods to model and simulate materials and hands‐on experience using these methods. A broad range of modeling techniques will be covered that span from atomistic to continuum domains. Applications will be presented that utilize computational tools to study the structural, mechanical, chemical, and electronic properties of materials. MTE 207, , or ; MTE 317L or . Lecture Graded Only May be taken only once Spring Non-Major/Non-Service Course",3.0,Materials Science;Materials Engineering,engineering_capabilities-2,"{""materials science"": 1, ""materials engineering"": 1}"
MTE 3381 - Kinetic Processes in Materials (3),"Physical chemistry applied to materials engineering. Topics include: surfaces and interfaces; nucleation and growth theory; diffusional and non-diffusional transformations; precipitation from the solid solution, reaction kinetics, transport, and introduction to non-equilibrium thermodynamics. MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . Lecture Graded Only May be taken only once Non-Major/Non-Service Course",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MTE 3371L - Joining of Materials Laboratory (1),"Introduction to the principles, methods and applications of joining as they apply to the metals, ceramics, plastics, and electronic industries. Included are fasteners, welding, brazing, soldering, adhesives, diffusion and ultrasonic bonding. Principles of mechanical, chemical, and physical phenomena related to surfaces and the mechanics of joints. The approach will be to unify the principles underlying diverse engineering technologies to the basic science of the joining processes. MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . Laboratory Graded Only May be taken only once Non-Major/Non-Service Course",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
MTE 3371 - Joining of Materials (2),"Introduction to the principles, methods and applications of joining as they apply to the metals, ceramics, plastics, and electronic industries. Included are fasteners, welding, brazing, soldering, adhesives, diffusion and ultrasonic bonding. Principles of mechanical, chemical, and physical phenomena related to surfaces and the mechanics of joints. The approach will be to unify the principles underlying diverse engineering technologies to the basic science of the joining processes. MTE 207, , ME 315, or ; and MTE 317L, , ME 350L, or . Lecture Graded Only May be taken only once Non-Major/Non-Service Course",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
MTE 3280 - Thermodynamics of Materials (3),"Macroscopic thermodynamics, the study of energy and its transformations, as it applies to the field of materials in the solid and liquid state. Detailed topics to be covered are the first and second law, property relationships, equilibrium, electrochemistry, solutions and mixing, phase rule and phase diagrams. In addition, an introduction to microscopic thermodynamics or statistical thermodynamics will be included as it applies to the understanding of the macroscopic properties and behavior of materials. MTE 207, , ME 315, or . Lecture Graded Only May be taken only once Service Course",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
MTE 3270L - Functional Materials Laboratory (1),"Advanced concepts of materials science and their relevance to engineering. Origin of electronic, thermal, magnetic and optical properties. Applications of electronic, magnetic, and optical materials. MTE 207, , ME 315, or ; ME 350L, , MTE 317L, or ; PHY 133 or ; and PHY 133L or . . Laboratory Graded Only May be taken only once Service Course",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MTE 3270 - Functional Materials (2),"Advanced concepts of materials science and their relevance to engineering. Origin of electronic, thermal, magnetic and optical properties. Applications of electronic, magnetic, and optical materials. MTE 207, , ME 315, or ; ME 350L, , MTE 317L, or ; PHY 133 or ; and PHY 133L or . . Lecture Graded Only May be taken only once Service Course",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MTE 3170L - Materials Science and Engineering Laboratory (1),"Hands-on experiences to reinforce fundamental materials engineering concepts. Crystal models, microscopy, hardness tests, strengthening, and heat treatment. Materials selection and design. Emphasis on technical written and oral communication skills. Safety awareness reinforced throughout the course. Elements of statistics and experimental design. MTE 207 or . Laboratory Graded Only May be taken only once Major Course, Service Course",3.0,Materials Science;Materials Engineering,engineering_capabilities-2,"{""materials science"": 1, ""materials engineering"": 1}"
MTE 2070 - Materials Science and Engineering (2),"Introduction to the fundamentals and applications of materials engineering. Atomic, molecular, and crystalline structures and properties of materials with their relevance to engineering. Topics will include: diffusion, defects, phase diagrams, heat treatment, mechanical behavior, and will cover the different materials classes, i.e., metals, ceramics, polymers, and composites. , , CHM 121, or CHM 115; PHY 131 or ; PHY 131L or ; and MAT 116 or . Lecture Graded Only May be taken only once Major Course, Service Course",3.0,Materials Science;Materials Engineering,engineering_capabilities-2,"{""materials science"": 1, ""materials engineering"": 1}"
MFE 4501L - Introduction to Computer Integrated Manufacturing and Automation Laboratory (1),"Mechanization/automation/mechatronics. Problems and methods of mechanization. Material handling systems. Robotics. Elements of automation - sensors, analyzers, actuators, and drives. Control strategies - industrial control, discrete time/event driven systems, feed-back systems, and optimal control strategies. Robotic systems. NC machines. Automated inspection and identification techniques. Computer process control. Transfer lines. . Laboratory Graded Only May be taken only once Major Course",3.0,Process Control;Automation,technical_skills-1,"{""automation"": 3, ""process control"": 1}"
MFE 4501 - Introduction to Computer Integrated Manufacturing and Automation (2),"Mechanization/automation/mechatronics. Problems and methods of mechanization. Material handling systems. Robotics. Elements of automation - sensors, analyzers, actuators, and drives. Control strategies - industrial control, discrete time/event driven systems, feed-back systems, and optimal control strategies. Robotic systems. NC machines. Automated inspection and identification techniques. Computer process control. Transfer lines. ECE 231 or ; MFE 201, , MFE 230, or ; and MAT 224 or . . Lecture Graded Only May be taken only once Major Course",3.0,Process Control;Automation,technical_skills-1,"{""automation"": 3, ""process control"": 1}"
MFE 2501L - Numerical Control and CAM Laboratory (1),"Principles and applications of numerical control in manufacturing, manual and Computer assisted programming, CNC systems including advanced NC systems for full contouring, Macro and variable programming, programmable for CNC and DNC Applications in industry. Integration of computer aided design principles such as part design specifications and producibility concepts into computer aided manufacturing applications. Emphasis on machine tools for flexible automation. CNC machine data generation and CAD/CAM interface and communication of automated systems. . Laboratory Graded Only May be taken only once Major Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
MFE 2501 - Numerical Control and CAM (3),"Principles and applications of numerical control in manufacturing, manual and Computer assisted programming, CNC systems including advanced NC systems for full contouring, Macro and variable programming, programmable for CNC and DNC applications in industry. Integration of computer aided design principles such as part design specifications and producibility concepts into computer aided manufacturing applications. Emphasis on machine tools for flexible automation. CNC machine data generation and CAD/CAM interface and communication of automated systems. MFE 201, , MFE 221, or ; and MFE 126, , MFE 226, or . . Lecture Graded Only May be taken only once Major Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
"MFE 2211L - Manufacturing Processes- Casting, Forming, Joining, Metal Removal Laboratory (1)","Theory and practice related to processes dealing with the deformation, consolidation, casting and material removal processes of engineering materials. Modern manufacturing methods are explored with emphasis placed on the application of engineering principles to the production of marketable products. Topics include: molding, casting, powder metallurgy, hot and cold working, welding and material removal. . Laboratory Graded Only May be taken only once Major Course",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
"MFE 2211 - Manufacturing Processes- Casting, Forming, Joining, Metal Removal (3)","Theory and practice related to processes dealing with the deformation, consolidation, casting and material removal processes of engineering materials. Modern manufacturing methods are explored with emphasis placed on the application of engineering principles to the production of marketable products. Topics include: molding, casting, powder metallurgy, hot and cold working, welding and material removal. MFE 217, , , MTE 207, or . . Lecture Graded Only May be taken only once Major Course",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
"MFE 2171L - Manufacturing Processes-Materials, Metrology and Treatments Laboratory (1)",Provides basic knowledge of engineering materials and the enhancement of their mechanical properties; measurement methods and process controls. Heat treatment of materials. Non-destructive evaluation of materials. . Laboratory Graded Only May be taken only once Major Course,1.5,Process Control,technical_skills-1,"{""process control"": 1}"
"MFE 2171 - Manufacturing Processes-Materials, Metrology and Treatments (2)",Provides basic knowledge of engineering materials and the enhancement of their mechanical properties; measurement methods and process controls. Heat treatment of materials. Non-destructive evaluation of materials. CHM 121 or . . Lecture Graded Only May be taken only once Major Course,1.5,Process Control,technical_skills-1,"{""process control"": 1}"
MFE 2010L - Manufacturing Systems and Processes Laboratory (1),"Study of basic manufacturing processes with emphasis on terminology, technology, process principles and capabilities, material selection and comparative advantages and disadvantages. Processes discussed include material removal, joining, assembly, 3D printing and casting. Other topics include NC, measurement and gaging, and statistical methods. . Laboratory Graded Only May be taken only once Service Course",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
MFE 2010 - Manufacturing Systems and Processes (2),"Study of basic manufacturing processes with emphasis on terminology, technology, process principles and capabilities, material selection and comparative advantages and disadvantages. Processes discussed include material removal, joining, assembly, 3D printing and casting. Other topics include NC, measurement and gaging, and statistical methods. . Lecture Graded Only May be taken only once Service Course",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
ME 5910 - Direct Energy Conversion (3),"Conversion of primary chemical, nuclear, solar and heat energy directly to electrical energy without intermediate mechanical elements. Fuel cells, solar cells, magnetohydrodynamic (MHD) generators, and fusion plasma generators. Graduate standing. Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course",3.5,Fuel Cell,use-3,"{""fuel cell"": 1}"
ME 5801 - Micro-Electromechanical System (3),"An introduction of Micro-electromechanical systems (MEMS), which is the integration of mechanical elements, sensors, actuators, and electronics with a dimension of micrometers. It has been found increased application in a variety of industrial areas including; semi-conductors, automation, and biomedical fields. Exploration of various aspects of MEMS, including materials, design, fabrication and applications of MEMS. Top-level survey of MEMS encompassing broad coverage of this multidisciplinary field. Graduate standing. Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course",1.5,Automation,technical_skills-1,"{""automation"": 1}"
ME 5641 - Porous Medium Flow and Heat Transfer (3),Fluid flow and heat transfer in porous media; Material properties; Darcy’s Law; Brinkman’s Model; Forced Convection in Porous Medium; Natural Convection in Porous Medium; Radiation Heat Transfer in Porous Medium; Applications. 3 hours lecture/problem-solving. Graduate standing. Lecture 3 hours lecture/problem-solving Graded Only May be taken only once Major Course,2.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 3}"
ME 5631 - Two Phase Flow and Boiling Heat Transfer (3),Pool boiling and flow boiling; modeling of two-phase flow; force-convection boiling; critical heat flux; thermal hydraulic behavior of boiling devices; applications. 3 hours lecture/problem-solving. Graduate standing. Lecture 3 hours lecture/problem-solving Graded Only May be taken only once Major Course,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
ME 5400 - Advanced Mechanics of Materials (3),"Stress and strain analysis, 2-D elasticity problems, unsymmetrical bending, shear center, torsion of prismatic members, inelastic and plastic behavior in torsion and bending, topics from: micro-mechanics of composite materials, energy methods, failure theories, theory of plates, thick walled pressure vessels. Graduate standing. Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course",3.5,Pressure Vessel,delivery_and_storage-3,"{""pressure vessel"": 1}"
ME 5340 - Combustion Theory (3),"Molecular structure and statistical thermodynamics. Real gases. Transport phenomena. Chemical reactions in gases. Reactive gas dynamics. Combustion phenomena and diffusion flames. Premixed gas flames; flame propagation, cellular flames, quenching. Aerodynamics of flames; flame shape, turbulent flames. Detonation. Applications. Graduate standing. Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course",3.0,Combustion,engineering_capabilities-2,"{""combustion"": 2}"
ME 5330 - Radiation Heat Transfer (3),"Radiation properties of surfaces; radiant interchange among surfaces separated by radiatively non-participating media including the interchange among black and gray surfaces; radiant energy transfer through absorbing, emitting, and scattering media. 3 hours lectures/problem-solving. Graduate standing. Lecture 3 hours lecture/problem-solving Graded Only May be taken only once Major Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
ME 5320 - Convective Heat Transfer (3),"Conservation principles. Fluid stresses and flux laws. Laminar and turbulent boundary layers. Internal flow; non-circular cross section, entry-length, asymmetric heating. External flow; variable velocity, injection, specified temperature and heat flux distribution. Temperature dependent fluid properties. Computer solutions. Graduate standing. Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
