course_id,title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
CHM 61000,"Topics In Chemical Education Credit Hours: 2.00 or 3.00. A variable topics course for graduate students in chemistry, chemical engineering, medicinal chemistry, and biochemistry. This course provides an overview of the literature in one of the areas of chemical education, such as: chemistry misconceptions and conceptual change; theories of learning, from Piaget and Vygotsky to radical constructivism; distributed cognition; and developing and assessing instructional materials. Offered in alternate years. Credits: 2.00 or 3.00 CHM 61100 - Formulas For Successful Teaching","An introduction to the issues of successful teaching of chemistry at the college/university level for graduate students in chemistry, chemical engineering, medicinal chemistry, and biochemistry who are interested in academic careers. Offered in alternate years.",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CHM 64100,Advanced Inorganic Chemistry,"Survey of main group and transition metal chemistry. Main group special topics, bonding and structure of boron hydrides. Coordination chemistry, bonding models in coordination compounds. Transition metal organometallic chemistry, ligand types and reactivity patterns. Survey of inorganic NMR spectroscopy. Prerequisite: CHM 34200.",3.5,Hydride,delivery_and_storage-3,"{""hydride"": 1}"
CHM 64400,Solid State Chemistry,"The chemistry of solids, including a discussion of ionic crystals, metals, alloys, and binary compounds, and their characterizations by various physical methods. Description of chemical reactions, phase changes, and catalysis in terms of current theories of the solid state. Prerequisite: CHM 34200, CHM 37400.",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHM 64600,Kinetics And Mechanisms Of Inorganic Reactions,"Chemical kinetics, reaction orders, mechanisms and rate expressions; experimental techniques; transition state theory; reactions in solution; complex mechanisms; linear free-energy relationships; acid-base catalysis and proton-transfer reactions; redox reactions (electron and atom transfer, oxidative addition-reductive elimination); substitution reactions of metal ion and organometallic complexes; homogeneous catalysis; and heterogeneous reactions. Prerequisite: CHM 34200. Credits: 3.00 CHM 64700 - Transition Metal And Organometallic Chemistry Credit Hours: 3.00. A study of the chemistry and physical properties of compounds of the transition metals. Halides, oxides, and oxy-salts; transition metal carbonyls and derivatives; pi-bonded organometallic compounds; catalysis; spectral and magnetic properties of compounds. Prerequisite:CHM 64100.",4.5,Catalysis,production-3,"{""catalysis"": 3}"
CHNS 49000,Special Topics In Chinese Language Credit Hours: 1.00 to 3.00. Topics vary. Permission of instructor required. Credits: 1.00 to 3.00 CHNS 49300 - Special Topics In Chinese Literature Credit Hours: 1.00 to 3.00. Study of a selected topic in Chinese literature. The topic will be announced in advance. Conducted in English; readings in English. Permission of department required. Credits: 1.00 to 3.00 CHNS 59400 - Special Topics In Chinese Literature Credit Hours: 1.00 to 4.00. Special topics in Chinese Literature. Permission of instructor required. Credits: 1.00 to 4.00 Civil Engineering CE 19100 - Civil Engineering Practice I,"Practice in industry and written reports of this practice. For cooperative program students only. Credits: 0.00 CE 20300 - Principles And Practice Of Geomatics Credit Hours: 4.00. This course provides a broad overview of geomatics engineering including fundamental principles required for practical geomatics applications. This course includes subjects in traditional surveying, GPS surveying, remote sensing, photogrammetry, laser scanning, and Geographic Information Systems (GIS). Basic concepts on these subjects are applied to solve practical problems in various civil engineering applications; including computations for engineering project control and construction layout; theory of error propagation; fundamental concepts of horizontal and vertical curves; topographic mapping using various geospatial data acquisition technologies from ground, air, and space; GIS for visualization and analysis of geospatial data.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
CPB 57800,Animal Models Of Human Disease,"A mixed didactic and discussion course focusing on animal models used in biomedical research. Didactic instruction on principles of model development and use will be coupled with student presentations of models currently used in various research disciplines or disease states. Advantages and limitations of research with various spontaneous and experimentally induced models of human disease, including genetically engineered models. Offered in alternate years. Credits: 2.00 CPB 57900 - Seminar In Comparative Medicine Credit Hours: 2.00. A discussion course focusing on current issues of laboratory animal medicine. Review of current activities, health surveillance reports, etc. Selected cases are presented in detail, including clinical presentation, interpretation of diagnostic tests, and gross and microscopic pathology. In addition, this seminar includes discussions on animal resource management; surgery; animal experimentation; current journal reports; zoonoses; and clinical animal disease diagnosis, prevention, treatment, and control, and other species and topics not formally covered in other core courses.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
CPB 86900,Veterinary Public Health And Zoonoses,"A survey of fundamental topics on diseases that are caused by viral, bacterial, rickettsial, and parasitic agents and are known to be transmissible from animals to humans, as well as those diseases that are common to humans and animals. Topics emphasize the epidemiology and methods for prevention and control of these diseases in animal and human populations. Food safety and foodborne diseases, with particular emphasis on foods of animal origin, are discussed. Risk assessment of occupational and environmental health conditions to which veterinarians are likely to be exposed in training or the workplace also is covered.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
CIT 37400,Systems And Database Analysis,"Intensive exploration of application and database analysis in a synergistic environment. Students engage in collaborative, project-based activities to learn about project management, requirements analysis, modeling, prototyping, employing problem solving, and team-building skills. Object-oriented and data modeling tools are used to apply class concepts.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CIT 45100,IT Security Risk Assessment,"Students will learn the basic tools of security risk assessment and risk management. Students will be able to identify and assess security risk, conduct information asset valuation, and apply risk control strategies. Other topics discussed will be: security policies, NIST Security Models, and training education and awareness. At the end of the course students will be able to assess vulnerabilities and document them according to published assessment standard.",2.0,Risk Assessment,technical_skills-1,"{""risk assessment"": 2}"
CIT 52800,Information Security Risk Assessment,"(CNIT 52800) Covers information security risk assessment, including the following topics: steps in performing information security risk assessment, threats to information security, technical, managerial, and operational vulnerabilities, methods for analyzing controls, methods for determining likelihood of and impact from an information security breach, and methods for determining risk. Emphasizes the development and utilization of security metrics in the risk assessment process.",3.0,Risk Assessment,technical_skills-1,"{""risk assessment"": 4}"
CNIT 23500,Management Information Systems And Collaboration Technology,"This course introduces management information systems, project management topics and technologies, and collaboration technologies. PC literacy required.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CNIT 28000,Systems Analysis And Design Methods,"Comprehensive introduction to information systems development. Topics include the systems analyst, the systems development life cycle, methodologies, development technology, systems planning, project management, systems analysis, systems design, systems implementation, and systems support. Introduction to tools and techniques for systems development.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CNIT 38000,Advanced Analysis And Design,"This course is an advanced study of system analysis and design methods and techniques used by systems analysts to develop information systems. Object-oriented tools and the Unified Modeling Language (UML) will be used for describing object structure and behavior, and use cases will be used for modeling functional processes. Topics include rapid development concepts, application architecture and system design, transition from object-oriented analysis and models to components and services, graphical user interface design, web interface design, prototyping, and commercial software package integration. Emphasis is also placed on the use of an object-oriented CASE tool. This course surveys other important skills for the systems analyst, such as fact-finding (requirements discovery), communications, project management, and cost-benefit analysis.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CNIT 41700,Critical Infrastructure Security,"In the socio-political context of nation state sponsored threat actors and cyber cold wars, critical infrastructure (such as water supply and power generation) is a strategic target for attackers. This course investigates the current threat landscape and vulnerabilities in critical infrastructure. Students then investigate system and network architectural solutions to the problem. Students build a model industrial system and will implement these protections in their model environment.",3.5,Power Generation,use-3,"{""power generation"": 1}"
CNIT 48000,Managing Information Technology Projects,"This course introduces the application of knowledge, skills, tools, and techniques that project managers use to plan, staff, estimate, and manage information technology projects. Special emphasis is placed on learning and applying the concepts of managing scope, risk, budget, time, expectations, quality, people, communications, procurement, and externally provided services. Students will apply project management technology and techniques to business problems.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CNIT 51100,Foundations In Homeland Security Studies,"An interdisciplinary course addressing prevention, mitigation, preparation, response, and recovery from catastrophic events that threaten private and public sector resources and infrastructures. Course contents will include: characteristics of security; personal/corporate perspectives; identification of assets; assessing cost/benefits of protecting assets; risk assessment and risk management; crisis decision making; emergency management resources and response infrastructures; best practices in emergency management and risk and crisis communication; business continuity; and the importance of a collaborative response. Case studies include the 9-11 attacks and Hurricane Katrina. External experts will present and career opportunities will be discussed. Permission of instructor required.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
CNIT 55200,Information Technology Project Management,"Explores the necessary skills and knowledge to successfully initiate, plan, manage, control, and report on information technology projects. Special emphasis is placed on learning the PMBOK and its practices concerning integration management, scope management, time management, cost management, quality management, human resource management, communications management, risk management, and procurement management. Practical examples are used to demonstrate the concepts and techniques, plus hands-on experience is received by working on a case study. Permission of instructor required.",4.0,Resource Management;Project Management,engineering_capabilities-2;technical_skills-1,"{""project management"": 1, ""resource management"": 1}"
CNIT 57000,IT Data Analytics,"Students learn decision strategies as well as Big Data and data analytics concepts using statistical inference, regression, predictive analytics, and data mining. Students will have ""hands-on"" opportunities using tools such as R to assist in these efforts. The primary mission of this course is to provide students 1) an awareness of the primary approaches, techniques, and tools used for business/data analytics in industry, 2) opportunities to see their applications in a variety of areas, and 3) practical experience in applying them to challenges of interest to the students. Of primary emphases are the roles and responsibilities of Information Technology in enabling and supporting data analytics in organizations. Upon successful completion of this course, students will be able to understand key business/data analytics concepts and apply analytics approaches, techniques, and tools for decision making purposes. Permission of instructor required.",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
CNIT 58000,Advanced Topics In Information Technology Project Management,"The course explores and applies the advanced concepts, skills, knowledge, techniques, and tools required to successfully initiate, plan, manage, execute, control, and report on information technology projects. Special emphasis is placed on applying the PM BOK in a real life business case study as well as researching and learning concepts, techniques, and processes experienced project and program managers employ to successfully plan and manage projects. This course enables the student to learn project management through the application of project approaches in a team based setting. Through the application of project methodologies, tools and templates, the student learns the project life-cycle approach as demonstrated through actual and simulated project situations. Permission of Department required.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
CNIT 58300,IT Program And Portfolio Management,Program and Portfolio Management deliver benefits to organizations by enhancing current abilities or developing new capabilities for the organization to use. This CNIT Graduate course will provide a detailed understanding of Program and Portfolio Management and its relationship to Project management and will present concepts that promote efficient and effective management and communications among various groups. This course curriculum is consistent with the Project Management Body of Knowledge (PM BOK) and related Standards for Program and Portfolio Management published by the Project Management Institute. Permission of Department required.,3.5,Project Management,engineering_capabilities-2,"{""project management"": 3}"
CNIT 58600,IT Requirements Management,"The course explores the approaches used by today's information system professionals to conduct and manage the requirements development process. Course emphasis focuses on contemporary techniques for requirements elicitation, requirements analysis, requirements specification, requirements validation and verification. Emphasis is also placed on identifying stakeholders through the use of formal stakeholder analysis techniques, the use of formal change control, requirements traceability and the use of requirements management tools. The course is designed based on the principles and competencies prescribed by the Project Management institute's PM BOK (Project Management Body of Knowledge) and Business Analyst Guide as well as the International Institute of Business Analysis's BABOK (Business Analysis Body of Knowledge). Permission of Department required.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
CGT 14700,Visual Effects Introduction,"This course introduces students to the visual effects techniques using common methodologies and tools. Topics include procedural frameworks, 3D pipeline implementation, vector operations, and simulating physical phenomena for entertainment graphics. Special emphasis is placed on achieving aesthetically please entertainment-grade graphics using visual effects techniques.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CGT 17207,User Experience Design Experience Studio I,This course allows students to practice as a UX designer in a company-like environment. Students learn about the roles they can pursue and build foundational collaboration and project management skills. Projects utilize a human-centered design approach to provide a rich user experience.,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CGT 28500,Cross Cultural Game Development,"This course presents current methods of design and development of digital games for extra-cultural audiences. Students are instructed using an experiential learning model in which multi-cultural student teams lead independent game development projects targeted at a non-native cultural audience. Topics include: dimensions of cultural, game engine scripting, art asset utilization, ethnographic data collection methods, cross-cultural team building, cultural observation, and project management. This course is taught in the US but is co-taught as a distance learning course with a foreign partner institution. Students who take 28500 may not also take 28510 (the study abroad version of the course).",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CGT 33300,Modeling For Entertainment Graphics,"This course offers students a chance to comprehensively explore Polygon Modeling, with consideration of how choices made in modeling can affect all other aspects of the animation pipeline.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CGT 34600,Digital Video And Audio,"Covers the use of digital technologies for video and audio in multimedia, hypermedia, and animation products. Students examine the methods for creating, sampling, and storing digital video and digital audio and the constraints placed on these media assets when used for media-based products. Emphasis is placed upon the technology of digital video and audio, including formats, data rates, compressors, and the advantages and disadvantages of the different technologies. Credits: 3.00 CGT 34800 - Photorealistic Shaders Credit Hours: 3.00. This course focuses on the creation and application of photorealistic custom shaders to visual effect problems. Students learn to tender common material photorealistically using common industry tools and techniques. Emphasis is placed on meeting specified aesthetic and photorealistic requirements within computationally constrained environments.Credits: 3.00 CGT 35300 - Principles Of Interactive And Dynamic Media Credit Hours: 3.00. This course explores the development of interactive and dynamic media components for web and interactive media products. The course examines the design, creation and integration of 2D animation, 2D games, text, sound, video, programming, and databases for use in web and other interactive media.",3.5,Compressors,delivery_and_storage-3,"{""compressors"": 1}"
CGT 38500,Game Production,"This course uses intensive project-based, student-led learning in game development to cultivate skills in quality assurance, leadership, communication, time management, contingency planning, technology integration, autonomy and accountability. Students act in an executive role with students in other project-oriented classes and in so doing cultivate supervisory production experience. Each student must engage with instructors and students to hone real-world hard and soft skills through situated experiences and student-led teaching opportunities. Student producers must develop a functioning development pipeline, meet regularly with their teams, and maintain industry-standard documentation and project management processes. Permission of Instructor required.",7.5,Quality Assurance;Project Management;Pipeline,engineering_capabilities-2;technical_skills-1;delivery_and_storage-3,"{""pipeline"": 1, ""project management"": 1, ""quality assurance"": 1}"
CGT 44500,Game Development IV: Procedural Asset Creation For Games,"This course teaches a procedural approach to game development ranging from geometric modeling techniques, crowd simulation, particle systems, fluid simulation and flame simulation. The course will examine procedural nondestructive workflows that can be translated into real-time assets for game development. Students will learn how to set up nodal and parameter based graphs that carry the ability to be interactively updated and changed, thus having the flexibility expected in an industry pipeline.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CGT 51900,Projects In Graphics,"This course instructs students in current methods of conducting research on computer graphics and the content development process. Topics covered in the course include biofeedback, user experience, measurement and analysis, development pipelines, publication strategies and methodologies. LaTeX document preparation, simulation, and qualitative approaches to conducting research in the field of computer graphics.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CGT 57207,UX Design Graduate Experience Studio,"This course immerses students in a company-like environment where they work on semester-long design projects that are sponsored by industry partners. Students learn about the various roles within a UX environment as they build collaboration and project management skills. Projects utilize a human-centered design approach with an emphasis on designing for the user experience. Students will engage in substantial research and evaluation activities, informed by seminal literature in the field, along with their design work. Students are expected to take responsibility for project deliverables and mentor junior students. Permission of department required.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CGT 64500,Games Research,"This course instructs students in current methods of conducting research on digital games, ludology, and the game development process. The most current or impactful research in the field is presented, analyzed, and extrapolated upon. The course surveys a wide variety of specific topics that shift as new research findings are published. Previous topics have included: biofeedback, user experience evaluation in games, gameplay measurement and analysis, development pipelines, mathematical modeling of game design, publication strategies and methodologies, scientific document preparation, and simulation. Quantitative and qualitative approaches to conducting research in the field of digital and traditional games. Production of original research focused upon an aspect of games, ludology, game development, or simulation is required.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CSCI 49000,"Topics In Computer Sciences For Undergraduates Credit Hours: 1.00 to 5.00. Supervised reading and reports in various fields.Credits: 1.00 to 5.00 CSCI 49500 - Explorations In Applied Computing Credit Hours: 1.00 to 6.00. Explorations in Applied Computing is an undergraduate capstone experience. Students will work in teams, advised by faculty and external liaisons, to solve real-world computing problems. This hands-on experience will cultivate technical expertise, utilization of analytical thinking, quantitative reasoning, project management skills, and communication skills.Credits: 1.00 to 6.00 CSCI 49600 - Computer Science Internship Capstone","A professional experience providing students the opportunity to incorporate material learned in CSCI coursework in a supervised internship position. The approved internship position will cultivate technical expertise, utilization of analytical thinking, quantitative reasoning, project management skills, and communication skills.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
CEM 20100,Life Cycle Engineering And Management Of Constructed Facilities,"This course introduces concepts relating to the engineering and construction of facilities throughout their life cycle. Topics that will be explored include the nature of the construction industry, construction contracts, legal and management organization of construction companies, basics of the design and construction process, as well as an introduction to the role of estimating and project scheduling. Cost, time, safety and quality concepts of construction management relationships will also be discussed. Prerequisite: First Year Engineering Curriculum must be completed.",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CEM 29700,"Experimental Course Credit Hours: 1.00 to 6.00. This course is required to assist in the development and testing of new courses for either residential or online delivery. Initially, there may be more residential courses than online due to faculty availability and/or workload. Credits: 1.00 to 6.00 CEM 30100 - Project Control And Life Cycle Execution Of Constructed Facilities","This course continues an introduction to construction management and engineering concepts for future engineers, contractors and owner representatives involved at different stages in the life-cycle of constructed facilities. Specifically, this course focuses on the principles, tools, and procedures used in the construction industry for project selection and financing, advanced planning and scheduling techniques, resource management, and project monitoring.",4.0,Resource Management;Construction Management,engineering_capabilities-2;technical_skills-1,"{""construction management"": 1, ""resource management"": 1}"
CEM 32400,Human Resource Management In Construction,"Introduce a broad set of fundamental topics regarding management of people in engineering and construction organizations in the U.S. Subjects include labor-management relations (laws, regulations and practices affecting construction workers and organizations); worker motivation, productivity, and training; roles and practices of managers; construction safety; management of quality.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
CEM 39100,Construction Internship III,"Third, and last, of required internships. It typically emphasizes the project management activities of the sponsor. Actual assignments to a student may vary from sponsor to sponsor.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CEM 49700,Construction Engineering Projects Credit Hours: 0.00 to 4.00. Topics vary. Permission of department required. Credits: 0.00 to 4.00 CEM 50100 - Leadership And Advanced Project Management,"This course will focus on the first ten years of the student's professional career. It will introduce concepts relating to development of the leader-manager, advanced project management techniques that will assist the student towards success in the construction industry, and developing a business plan on starting a small engineering or construction company. Guest speakers provide learning from entrepreneurs who got their start utilizing the systems taught in the course.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
CEM 53100,Facilities Engineering And Management,"This course provides the student with an understanding of the issues related to facilities management for owner organizations. The course is oriented toward upper class and graduate students familiar with the delivery of capital construction projects and provides an owner's perspective of capital construction and ongoing operation. The course will focus on the total life-cycle cost of a capital construction project beginning with planning, business rationale, economic analysis, and programmatic specifications. The owner's perspective on annual operating costs will be examined including calculation of daily, weekly, monthly, and annual operating costs. The implications of stewardship and customer service will be reviewed and analyzed including the implications on total life-cycle costs. The human resources implications of operating a facility will be reviewed including determination of staffing requirements to meet various levels of service as well as tools and techniques to determine and manage contracted services. Numerous case studies will be described and discussed which will demonstrate the importance of careful planning and budgeting of annual and periodic maintenance. Issues of sustainability, regulations, and other legal factors will be discussed and examined.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CEM 53200,Infrastructure Planning,"This course provides the student with an in depth understanding of the issues related to infrastructure planning, engineering, and economics. The focus will be on the prioritization, stewardship, management and decision-making roles within the engineering division of a large public works agency. Various infrastructure planning concepts will be reviewed and discussed. Numerous case studies will be described and discussed, which will demonstrate that in order to plan and implement a successful public works project, many controversial issues must be faced and difficult problems must be solved. Decision-making at agency and other levels of government will be discussed with respect to reports prepared by planners covering engineering feasibility, environmental and social impact assessments, and financial and economic analyses. Evolving modern planning issues will be introduced and discussed, including sustainability; environmental economics; environmental justice; uncertainty and risk-benefit analysis; partnerships with private entities versus total privatization; and the optimum staff- mix utilization in-house versus outsourcing.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CEM 53300,Infrastructure Analytics,"This course investigates the data sources and numerical tools required to assess the status of constructed facilities and to make informed decisions from the data. The course is oriented toward upper class and graduate students familiar with the delivery of capital construction projects (buildings, roads, bridges, earthworks, utilities, rail/transit, ports, and canals) and includes numerical analysis techniques. The course will focus on data sources, either direct or indirect, and analysis methods to identify the current condition or project future conditions of built infrastructure. Course format will be highly interactive with discussion about recent infrastructure projects in both instructor, guest speaker, and student-led discussions. Issues of sustainability, regulations, and other factors will be discussed and examined.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CEM 58700,Underground Infrastructure Asset Management,"Most of the U.S. water and wastewater conveyance infrastructure was installed during the first half of the 20th century and is coming to an end of its useful life. ""Out of sight, out of mind"" describes the awareness and significance that has been placed on these underground lifeline systems which support societies' quality of life, public health, economic development and living standard. Historically, management of these systems has been described as ""crises management."" They only get attention when there is a failure. It has been determined that a reactive management approach is not sustainable. The Environmental Protection Agency (EPA) has been instrumental in assisting utilities transition from reactive management practices to proactive practices. This approach involves the principles and practices of Asset Management (AM). AM is a comprehensive approach which involves every aspect of the organization to develop and implement best business practices to address: (a) the current state of the assets, (b) levels of service, (c) critical assets, (d) life-cycle costing, and (e) funding. This course prepares students to utilize sound engineering judgment and principles for managing the construction, repair, rehabilitation, and maintenance of buried infrastructure systems including pipes, tunnels, chambers, etc.",4.5,Environmental Protection,sustainability_and_policy-4,"{""environmental protection"": 1}"
CEM 59700,Experimental Masters Course Credit Hours: 1.00 to 3.00. This course will allow CEM to develop and test new courses for graduate level delivery. Possible courses include: Robotics in Construction; Tunneling; Process Plant Construction; Waterway Engineering; Construction Visualization; Remote Monitoring and Inspection; Cost/Benefits of Planning Details; Heavy Construction Innovation; Site Pollutant Reduction & Control; Statistical Methods in Construction; Infrastructure Decay Mechanisms; Time Buffers and Task Durations; BIM Tools and Applications; Sustainable Construction Methods; Construction Operations & Productivity; Construction Accounting; and Construction Leadership.Credits: 1.00 to 3.00 Construction Management CM 10000 - Introduction To Construction Management,"This course is a survey of the construction industry. Topics include the overall construction process, career opportunities in the construction industry, an introduction to construction materials as well as management and technology tools used in the industry. There will be an emphasis on construction specific vocabulary.",3.0,Construction Management,engineering_capabilities-2,"{""construction management"": 2}"
CMGT 33000,Contract Administration And Specifications,"Study of the contractual organization and administration of a construction project. Topics include, analysis of delivery systems, working with contracts, general and special conditions of the contract, specifications, project communication, payment applications, change orders and close out. Project management software is used.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CMGT 38000,"Infrastructure Planning, Engineering, And Economics","Introduction to the planning and analysis of infrastructure projects. The focus will be on the prioritization, stewardship, management and decision-making roles within the division of a large public works agency. This course will cover municipal infrastructure system, infrastructure alternatives, financial and economic analyses, environmental and social impact assessment, uncertainty and risk-benefit analysis, sustainability, and public-private partnerships including numerous case studies.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CMGT 43000,Jobsite Management,"Examination of construction project management on the jobsite. Topics include, submittals, record keeping, jobsite layout, meetings, negotiations, dispute resolution, labor relations, safety, subcontracting, quality, cost control, waste management, changes, claims, progress payments, and project closeout.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CMGT 44000,Project Management Capstone,"Students apply the knowledge and skills, acquired during their construction management program of study, to simulate the construction management process on an actual construction project. Includes role playing and a formal oral presentation.",3.5,Construction Management;Project Management,engineering_capabilities-2,"{""construction management"": 2, ""project management"": 1}"
CSCI 36100,Fundamentals Of Software Project Management,"Tools and techniques used to manage software projects to successful completion. Problem solving focus to learn specification development and management, program success metrics, UML modeling techniques, code design and review principles, testing procedures, usability measures, release and revision processes, and project archival.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
EAPS 12500,Environmental Science And Conservation,"(AGRY 12500, FNR 12500, NRES 12500) Introduction to environmental science and conservation includes topics in ecological principles, conservation and natural resource management, human impacts on the environment, toxic waste disposal, climate change, energy, air and water pollution, environmental geology and geologic hazards. Typically offered Fall Spring.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
EAPS 22500,Science Of The Atmosphere,"This course provides a quantitative introduction to how to use the laws of physics to understand the behavior of the Earth's atmosphere. Emphasizes key processes that govern the climate system and the weather phenomena that arise within it. Topics covered may include the Earth's energy balance, heat transfer, the greenhouse effect, atmospheric convection, precipitation, the general circulation, the Coriolis effect, atmospheric chemistry, weather systems, weather forecasting, and climate change.",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
EAPS 31500,Biogeochemistry,"The course examines the main element cycles of Earth: carbon, oxygen/hydrogen, nitrogen, sulfur, phosphorous, and trace metals, and how they are interconnected from terrestrial, aquatic/ocean, and atmospheric perspectives. General chemistry concepts such as equilibrium, free energy, electrochemistry are used to understand the energetics of the cycles. Connection between the cycles and environmental problems, such as climate change and air pollution will be emphasized. Typically offered Fall or Spring.",8.0,Hydrogen;Electrochemistry,hydrogen_phrases-5;engineering_capabilities-2,"{""hydrogen"": 1, ""electrochemistry"": 1}"
EAPS 35400,Earth And Planetary Geophysics,"This course will explore geophysical processes from the scales of individual stresses that deform rocks, to plate motions, to planetary-scale interiors and phenomena. Emphasis will be focused on sources of stress and how this stress is manifested, heat transfer, and fluid processes. Seismic waves, gravity data, planetary shape, and what information they provide about the interior of solid planets will be discussed. The course material will be applied to Earth, other rocky worlds like the Moon and Mars, and icy moons like Europa and Enceladus. This course is an introduction to geophysical processes and serves as a stepping-stone to upper level geophysics courses such as EAPS 35200, EAPS 45000, and EAPS 55700.",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
EAPS 36000,Great Issues In Climate Change And Society,"This course develops basic skills and knowledge critical to analyze issues of energy use, climate change, and sustainability that incorporate both societal and scientific perspectives. The goal of this course is not to arrive at particular consensus solutions to the problems associated with these issues but instead to foster an informed (through information literacy) debate that will ultimately be waged as solutions are sought. Working in teams the students work throughout the semester to complete a capstone teamwork project and a group presentation. Counts for Great Issues course in College of Science.Credits: 3.00 EAPS 36400 - Natural Hazards: Science And Society Credit Hours: 3.00. This course will investigate the role of data and science in policy and decision-making as it relates to natural hazard resiliency. The scientific fundamentals of specific hazards will be introduced along with an explanation of how available data, various policies, programs, and real-time decisions can impact a community's response and recovery from disasters. Guest speakers describe their role in specific disasters, and in framing the policies and decisions made in the aftermath of the natural hazards. This course counts as a Great Issues course in the College of Science for Juniors and Seniors. Typically offered Spring.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
EAPS 37500,"Great Issues - Fossil Fuels, Energy And Society","Prosperity of the 20th century was based on abundant and cheap energy; during the 21st century we will be faced with difficult challenges. Our society will face higher energy prices, decline of petroleum based fuels supplies, increased environmental effects of fossil fuels usage, and the challenge of solving the technological problems of developing alternative fuels. This course will review the structure, economics, and geopolitical issues faced by fossil fuel industries and the mitigation strategies that will be needed to change to low fossil fuel use society based on low polluting renewable energy sources. Counts for Great Issues course in College of Science for Juniors and Seniors. Typically offered Fall Spring.",5.0,Energy and Society;Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 1, ""energy and society"": 1}"
EAPS 50801,Geographic Information Systems,"This course covers a range of fundamentals in geographic information science and technology. Students will learn the use of current popular geographic information system (GIS) tools to handle various geographic data. Through working on real-world geospatial problems, students shall gain extensive and hands-on experience in geographic data manipulation, visualization, and analysis. Course assignments are focused on both GIS theoretical basics and practical skills for students to achieve expected proficiency. The course will work with geospatial data in geography, topography, environmental science, hydrology, transportation, and geosocial science. It is targeted to students with interest in civil and environmental engineering, agriculture, geography, earth science, natural resources, smart cities or other related subjects.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
EAPS 58000,Geodynamics,"This course will provide students with a first order understanding of geophysical processes by developing analytical solutions to a variety of geophysical and planetary thermo-mechanical problems. Topics will include stress and strain, rheology, elasticity and flexure, faulting, and conductive heat transfer, and fluid mechanics. We will develop governing analytical equations based on first order principles, such as the conservation of mass, energy, and momentum, and solve these equations for a number of boundary conditions. Typically offered Fall, Spring.",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
ECON 42200,Public Finance And Taxation,"This course examines the role of government in market economies. The aim of the course is to provide an understanding of the reasons for government intervention in the economy and how individuals and firms respond to taxation and other government actions and how to evaluate the benefits of public programs. For example, what effects do taxes have on incentives to work, save, and invest? Emphasis is placed on current U.S. policy issues including Social Security, health care, education, environmental regulation, welfare programs, and tax reform. Typically offered Spring.",4.5,Environmental Regulation,sustainability_and_policy-4,"{""environmental regulation"": 1}"
