title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
MENG 0518 - ADVANCED MATERIALS SCIENCE AND ENGINEERING,"3 On demand 3 0 This course introduces students coming from various disciplines to materials science and engineering. Different types of advanced materials, modern material needs, processing techniques, properties and applications will be discussed. Material degradation upon exposure to various environments, proper selection of materials and design considerations, and economic and recycling issues related to materials will be introduced. Graduate Standing and .",3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MENG 0516 - Advanced Strength of Materials,"3 On demand 3 0 Provides students with the knowledge necessary to analyze structural/mechanical systems and components. Concepts of stress, strain, and material behavior. Stresses in beams with symmetric and asymmetric cross sections. Torsion of cylinders and thin-walled structures, shear flow. Stresses in pressure vessels, press-fit and shrink-fit problems, rotating shafts and curved beams. Contact stresses. Strength and failure, plastic deformation, fatigue, elastic instability.",3.5,Pressure Vessel,delivery_and_storage-3,"{""pressure vessel"": 1}"
MENG 0513 - Fluid Machinery,"3 Offered on Demand. 3 0 Mechanical principles of the turbomachine theory; the design of centrifugal pumps and compressors; one-dimensional flow; three dimensional effect; similarity considerations; air-foil and cascade theory; effects of finite span; design of axial flow machines, compressibility effects; turbines for hydropower, impulse, reaction, and Kaplan machines; surges and surge suppressors; positive displacement machinery. .",3.5,Compressors,delivery_and_storage-3,"{""compressors"": 1}"
MENG 0431 - Control Systems,"3 Offered on demand. 3 0 Basic principles of feedback control; dynamic models, block diagrams, transfer functions; time-domain specifications; proportional, integral, and derivative feedback; root-locus design method; frequency-response design method; introduction to state-space design; case studies. , .",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
MENG 0425 - Renewable Energy,2 2nd Semester 2 0 Introduction to renewable energy; solar thermal energy; photovoltaic power; bio-energy; hydro power; wind energy; design project. .,5.0,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 2}"
MENG 0422 - Capstone Design,"3 1st and 2nd Semester 1 4 Open-ended design problems; definition of customer needs and functional requirements; product design specifications; concept generation and selection; design of components and systems; design synthesis, optimization, and design layout; bill of materials; risk assessment; complete mechanical design project from feasibility to evaluation. .",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
MENG 0412 - Thermal Sciences Laboratory,1 1st and 2nd Semester 0 2 Experimentation and measurements in fluid mechanics and heat transfer; efficiency analysis; design of experiment; data processing and analysis; report writing. ; .,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MENG 0414 - Heat Transfer,"3 1st and 2nd Semester 3 0 Steady-state and unsteady heat conduction; analysis and application of heat transfer through extended surfaces; free and forced convection heat transfer; radiative heat transfer; heat exchanger analysis. , .",3.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 4}"
MENG 0318 - Materials Engineering,Engineering materials and their atomic structure; microstructure defects; relationship between structure and properties; principles of thermo-mechanical control of mechanical properties; diffusion; phase diagrams; application and selection of materials. .,2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MENG 0312 - Thermodynamics II,"3 2nd Semester 3 0 A continuation of with emphasis on application to internal combustion and steam engines, turbines, compressors; refrigeration cycles; thermochemistry and combustion. .",6.5,Combustion;Compressors,engineering_capabilities-2;delivery_and_storage-3,"{""compressors"": 1, ""combustion"": 2}"
MENG 0131 - Engineering Graphics,2 1st Semester 1 4 Introduction to engineering drawing; design processes; freehand sketching; orthographic projection of multiviews; pictorials; sectional and auxiliary views; dimensioning; tolerances; drafting; 3D solid modeling.,2.5,Engineering Drawing,engineering_capabilities-2,"{""engineering drawing"": 1}"
"MSPH 0700 - Proposal, Writing and Grant Management","2 1st and 2nd Semester 2 0 The course provides an insight into grant writing, identifying funding sources, developing hypotheses for research grants, proposal preparation with needs assessment, identifying goals and objectives, performing evaluations and preparing budgets and obtaining project sustainability. The course also provides concepts on successful management of funded grants. Permission of Instructor.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
MSEG 0690 - Special Topics,3 Advanced topics in materials science and engineering. (Graduate standing and approval of major professor and instructor),2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0643 - Electronic Materials Processing I,"3 Theory and current technology for Si integrated circuit fabrication processes, including crystal growth, wafer preparation, epitaxy, oxidation, photolithography, diffusion, ion implantation, thin film deposition by chemical vapor deposition (CVD), etching and metallization, process simulation.",1.5,Process Simulation,technical_skills-1,"{""process simulation"": 1}"
MSEG 0641 - Composite Materials,"3 Introduction to composite materials; fibers, matrix and interface; mechanical and chemical aspects; design, chemical synthesis, manufacturing and processing methods; mechanical testing methods; understanding of failure mechanisms based on static, fatigue, impact and other properties; microstructural considerations.",2.5,Chemical Synthesis,engineering_capabilities-2,"{""chemical synthesis"": 1}"
MSEG 0627 - Fracture Mechanics,"3 Basic principles and applications of fracture mechanics by integrating aspects of materials science and solid mechanics. Emphasis is placed on linear elastic and nonlinear elastic-plastic fracture mechanics theories; practical knowledge of fracture toughness evaluation of metals, polymer and ceramic composites; fatigue crack propagation. .",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0613 - Mechanical Behavior of Materials,"3 Principles of mechanical behavior of engineering materials will be taught by integrating aspects of materials science and solid mechanics. Emphasis is placed on structure and deformation in materials, mechanical testing, stress-strain relationships, complex and principal states of stress and strain, yielding and fracture of cracked bodies. .",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0612 - Nanoscale Science and Engineering,"3 This course aims to introduce students to nanoscale materials science and technology. It will cover topics such as nanoscale material synthesis, properties and applications. It will also emphasize the theory, modeling and simulation approaches used to understand the synthesis mechanisms and morphological changes in nanoscale materials systems, as well as the properties of materials at the nanoscale. The course will have a balanced materials science (main thrust of the course) mechanics, physics and chemistry and technology flavor. graduate standing or senior undergraduate",3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MSEG 0591 - Research in Materials Science and Engineering,3 Activity involving scientific study in an approved field offering an opportunity for independent study on a physical or engineering phenomenon. Not eligible for students with thesis option. A typewritten technical report is required.,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0518 - Materials Science and Engineering,"3 3 A continuation of the undergraduate course in Materials Science and Engineering ( ). Emphasis is placed on the properties and processing methods of classic and modern materials. Application, degradation, selection, design consideration, economic, environmental and societal issues of these materials. Use of microscope to verify materials microstructure and defects through laboratory experiments.",3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MSEG 0502 - Introduction to Biomaterials Science and Engineering,"3 3 Types of Biomaterials used in medical applications. Biocompatibility of materials in terms of immune response, cell interaction, toxicity and sensitivity.. Methods of analysis, including microscopy, spectroscopy and Mechanical strength analysis.",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0501 - Materials and Society,"3 3 Interrelation of Society and Materials Engineering. Materials to solve technical and sociocultural problems. Influence of social and cultural systems on the perception of intrinsic physical properties of materials. Variation of impact of materials on society with cultural and historical context. Impact of materials from perspectives of humanities, social sciences and science.",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
MSEG 0491 - Research in Materials Science and Engineering,3 Activity involving scientific study in an approved field offering an opportunity for independent study on a physical or engineering phenomenon. A typewritten technical report is required.,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0402 - Introduction to Biomaterials Science and Engineering,"3 3 Types of Biomaterials used in medical applications. Biocompatibility of materials in terms of immune response, cell interaction, toxicity and sensitivity.. Methods of analysis, including microscopy, spectroscopy and Mechanical strength analysis.",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSEG 0401 - Materials and Society,"3 3 Interrelation of Society and Materials Engineering. Materials to solve technical and sociocultural problems. Influence of social and cultural systems on the perception of intrinsic physical properties of materials. Variation of impact of materials on society with cultural and historical context. Impact of materials from perspectives of humanities, social sciences and science.",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
PHSI 0546 - Toxicology,"4 This course deals with basic clinical and diagnostic aspects of toxic agents of Veterinary medical importance including pesticides, metals, poisonous plants, mycotoxins, zootoxins, drugs, feed additives, industrial and commercial toxicants, household products, and water pollutants. Emphasis is placed on the sources, physical and chemical properties, absorption, distribution, mechanisms of action, biotransformation, and excretion of toxic agents. Also, the emphasis is placed on approaches to investigate and treat intoxications, and to understand the biochemical and pathophysiological processes through which the organsystems react to toxicants. This is an elective course designed to teach the fundamental aspects of toxicology and toxic materials. Students who are pursuing careers in industry / drug companies or governmental agencies can benefit from this course PHSI 0442",1.5,ANSYS,technical_skills-1,"{""ansys"": 1}"
PHIL 0350 - Environmental Ethics,"3 (Offered in response to need and available faculty.) 3 Varied Topics. A study of environmental ethics and related issues, such as the balance between sustainability and growth, controversies regarding naturalistic philosophies, changing perceptions of the relations between nature and culture, and the contemporary significance of various theories of evolution.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
PATH 0669 - Risk Analysis,"3 This course will present an integrated approach to risk analysis composed of risk assessment, risk management and risk communication. It will rely upon a detailed analytic understanding of the epidemiology of a population under study and expertise in mathematical/statistical and computer modeling methods. The course will emphasize both stochastic (probabilistic) and deterministic modelling undergirded by sound epidemiologic concepts of population dynamics. Rigorous examination of transmission pathways of risk agents and multiple determinants that affect these interactions will be evaluated and quantified mathematically and statistically with emphasis on probability distributions. Both qualitative and quantitative risk analysis methods will be examined. Quantitative risk analysis (QRA) including probabilistic methods with emphasis on scenario analysis (scenario trees or risk pathway analysis), decision trees, fault tolerant analysis, consequence analysis, cost benefit analysis, optimization methods and a variety of statistical methods will be explored. Monte Carlo simulation, @RISK, Microsoft Excel and other risk analysis and modeling software as well as Exposes students to disease modeling with a focus on epidemiology, biostatistics, economics and public health. It will expand their risk analysis skills by integrating and complementing with research and outreach. statistical/mathematical programs will be used.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
PLSS 0555 - Soil Chemistry,"3 1st Semester, even years. 3 Theory and practice of the inorganic chemical reactions involved in soil development and nutrient availability and cycling; topics include chemical ion exchange equilibria and kinetics, colloidal systems, solubility diagrams and oxidation reduction. , , PLSS 0210 Same as EVSC 0555.",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
PLSS 0505 - Issues in Wildlife Ecology and Natural Resource Management,3 1st Semester. 3 Introduction to wildlife and conservation issues; relationships between humans and nature; exploration of current threats of species and habitats and novel solutions to these threats. Same as,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
AENG 0531 - Systems Engineering,"3 1st or 2nd, Summer on Demand 3 This course introduces students to the principles of systems engineering and their application to the development of complex engineering systems. It also brings into perspective the essential role of systems engineering in project management. Students learn to use the model-based systems engineering approach. Graduate Standing",4.5,Systems Engineering;Project Management,engineering_capabilities-2,"{""project management"": 1, ""systems engineering"": 4}"
AENG 0460 - Automatic Flight Controls,"3 2nd Semester 3 0 The principles and techniques of automatic flight controls are treated in this course. Topics include: examples of modern flight control systems, steady and transient performance of second order systems, root locus and frequency response analysis.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
AENG 0456 - Aerospace Engine Design and Analysis,"3 On demand. 2 3 Detailed internal aero-thermodynamic analysis of gas turbine power plants; topics may include engine component analysis and design, optimization of overall performance, an introduction to combustion, plasma dynamics and other contemporary propulsion issues. , , and senior standing.",3.0,Gas Turbine;Combustion,engineering_capabilities-2,"{""gas turbine"": 1, ""combustion"": 1}"
AENG 0431 - Aerospace Systems Engineering,3 1st and 2nd Semesters 3 This course introduces students to the fundamental principles of systems engineering and their application to the development of complex aerospace systems. It describes how the systems engineering viewpoint can be brought to bear to address engineering challenges encountered in complex aerospace systems. It also brings into perspective the essential role of systems engineering in project management. Students are introduced to the model-based systems engineering approach. Senior Standing,5.0,Systems Engineering;Project Management,engineering_capabilities-2,"{""project management"": 1, ""systems engineering"": 5}"
AENG 0242 - Aerospace Structures I,"3 2nd Semester 3 0 This course introduces the concepts of stresses and strains in elastic members under tension, compression, shear, torsion and flexure. Also covered are combined stresses, Mohr’s circles, thin pressure vessels, bending moment and shear force diagrams for beams, column buckling, strain energy. Students are introduced to loads and stresses in aircraft structural components such as spars, ribs, rings/frames. The course also includes introductory concepts of material science including atomic bonds, crystalline structures and defects. AENG 0100",3.5,Pressure Vessel,delivery_and_storage-3,"{""pressure vessel"": 1}"
